name	length	8Cell_SRR17972758_Rep1_R1	8Cell_SRR17972759_Rep2_R1	8Cell_SRR17972760_Rep3_R1	8Cell_SRR17972761_Rep4_R1	8Cell_SRR17972762_Rep5_R1	8Cell_SRR17972763_Rep6_R1	8Cell_SRR17972764_Rep7_R1	8Cell_SRR17972765_Rep8_R1	8Cell_SRR17972820_Rep9_R1	8Cell_SRR17972821_Rep10_R1	8Cell_SRR17972822_Rep11_R1	8Cell_SRR17972832_Rep12_R1	8Cell_SRR17972833_Rep13_R1	8Cell_SRR17972834_Rep14_R1	8Cell_SRR17972835_Rep15_R1	8Cell_SRR17972836_Rep16_R1	8Cell_SRR17972837_Rep17_R1	8Cell_SRR17972838_Rep18_R1	8Cell_SRR17972839_Rep19_R1	8Cell_SRR17972840_Rep20_R1	8Cell_SRR17972841_Rep21_R1	8Cell_SRR17972842_Rep22_R1	8Cell_SRR17972843_Rep23_R1
LOC786350	472	0	0	0	0	0	0	116	293	10	78	12	0	0	0	0	12	0	0	0	45	0	0	0
LOC786352	2670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786363	1527	10	23	11	3	9	5	9	0	16	27	56	7	20	2	0	14	6	29	10	21	1	8	1
LOC786364	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786371	2868	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786372	3230	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786377	1398	0	3	45	44	0	89	0	0	26	34	22	0	9	43	275	179	77	434	789	107	93	164	0
LOC786386	2503	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786474	1894	0	0	92	0	0	0	0	0	10	0	4	214	0	42	0	241	90	14	338	0	125	1	0
LOC786489	4557	0	0	0	142	0	0	0	0	6	8	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC786512	5454	0	0	0	117	0	0	1	0	7	9	8	0	0	0	0	0	0	0	57	0	0	0	39
LOC786525	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786553	4559	0	0	0	0	0	0	0	0	12	19	8	0	0	0	38	0	0	64	0	0	0	0	0
LOC786573	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786578	556	0	0	42	0	0	0	0	0	47	53	11	0	0	5	0	0	0	0	0	0	0	0	0
LOC786596	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786597	715	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC786610	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786614	765	1450	1531	1702	1247	1298	1243	775	902	1758	1600	1202	481	553	228	228	121	188	101	246	327	492	447	108
LOC786628	5202	94	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786689	1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786706	2433	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC786717	1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786718	890	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC786726	2077	58	66	48	9	23	11	6	21	95	99	88	0	10	2	0	24	3	6	8	4	6	11	31
LOC786796	3138	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786808	1073	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC786820	1710	0	11	0	0	0	1	0	4	0	8	1	0	3	0	0	1	2	1	0	1	5	0	0
LOC786829	426	3	0	1	0	0	0	0	3	15	13	7	0	6	0	1	0	1	0	0	0	0	1	0
LOC786836	1912	51	4	11	3	297	5	322	268	38	119	61	0	41	36	165	63	77	109	338	121	36	1	338
LOC786840	972	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786846	1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786870	4349	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786897	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786914	2268	0	0	0	0	0	0	51	249	2	1	3	197	0	106	358	37	359	195	252	128	46	0	0
LOC786928	640	0	0	0	0	0	0	0	0	10	20	2	276	0	0	0	0	0	0	0	27	0	0	0
LOC786942	628	26	0	44	0	2	208	11	0	66	200	90	16	0	48	22	2	1	2	0	20	0	0	0
LOC786948	1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC786974	1827	10	0	8	0	0	0	0	43	74	21	177	1	0	0	0	0	0	6	0	0	0	0	0
LOC786978	2779	3	23	3	123	8	0	0	3	15	10	11	13	0	3	4	6	87	3	76	38	26	2	2
LOC786987	2604	361	0	0	0	0	0	0	0	38	36	28	0	0	0	0	0	0	0	0	0	0	0	0
LOC787041	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787051	965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787057	8172	52	964	305	161	100	15	228	55	736	908	649	45	0	404	66	52	110	17	75	16	201	24	0
LOC787071	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787074	4569	0	0	0	0	87	0	0	0	13	12	37	0	86	0	0	26	0	0	0	0	0	0	0
LOC787084	942	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC787088	8166	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787102	4236	0	0	0	0	0	0	0	0	8	9	24	0	0	0	0	0	0	0	0	0	0	0	0
LOC787122	822	11	16	26	18	16	16	11	24	12	1	4	5	12	17	2	2	6	12	26	7	32	1	2
LOC787129	351	0	0	0	0	0	0	0	0	1	0	0	0	0	0	69	0	0	0	42	0	30	0	0
LOC787134	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787150	1167	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787225	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787234	6279	0	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0
LOC787241	754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787247	1170	0	0	0	0	0	0	0	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787250	1349	7	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787269	2452	182	949	665	187	621	176	365	245	1382	1600	487	138	145	122	144	2	214	22	352	141	308	174	0
LOC787287	3724	0	18	0	0	0	2	0	0	228	218	294	0	0	264	0	32	9	23	0	117	0	1	0
LOC787290	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787306	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787309	4984	0	0	0	0	0	0	0	230	15	16	35	0	0	0	0	0	0	0	0	0	0	0	0
LOC787343	711	0	0	75	0	1	0	162	0	10	6	4	0	0	0	0	24	0	0	56	0	0	75	0
LOC787369	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787385	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787397	2166	0	0	9	0	0	71	0	0	184	181	199	46	0	28	0	0	0	0	3	24	0	0	0
LOC787410	2783	10	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787415	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787418	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787428	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787432	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787433	933	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC787455	933	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787465	621	0	0	31	0	231	304	67	0	14	37	13	35	0	0	0	0	0	0	136	65	0	113	0
LOC787476	1004	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787500	954	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787518	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787535	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787543	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787554	8277	170	0	152	0	0	128	0	0	175	159	433	0	0	77	129	115	0	120	120	219	0	0	13
LOC787559	1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787563	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787574	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787584	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787600	2460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787601	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787611	1692	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC787624	1221	0	0	0	0	0	0	169	0	1	0	23	0	0	0	0	0	0	0	0	0	0	0	0
LOC787625	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787628	3414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787640	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787642	1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787659	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787665	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787668	2302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787671	444	0	0	0	0	0	0	0	0	36	10	2	0	0	0	0	0	0	0	0	0	2	0	0
LOC787679	1117	18	14	2	2	6	1	5	8	26	14	12	1	0	2	0	1	2	0	1	2	9	2	0
LOC787694	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787709	1401	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787714	1093	3	5	10	0	0	0	1	0	7	3	1	0	4	1	3	3	0	1	1	1	4	0	0
LOC787719	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787740	933	385	0	207	470	0	253	202	0	182	107	73	298	273	409	0	957	306	602	1120	510	132	2	1
LOC787758	765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787760	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787774	965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787779	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787786	885	0	0	0	0	0	0	0	0	10	1	0	0	0	245	0	0	0	0	6	0	0	0	0
LOC787803	545	165	248	114	172	153	109	54	102	234	160	39	24	84	10	30	15	11	7	37	32	105	268	36
LOC787810	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787812	3206	9	0	164	0	327	0	3	167	496	455	306	120	228	77	0	1	0	3	0	7	4	79	0
LOC787816	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787822	1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787830	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787858	3181	587	296	376	127	480	401	166	73	1356	1878	989	87	54	434	62	72	0	90	270	42	340	1100	225
LOC787866	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787867	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787869	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787882	969	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LOC787891	8234	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0
LOC787898	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787904	2459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787932	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787945	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787946	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787963	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787971	2489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787988	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC787991	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788027	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788031	1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788037	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788055	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788064	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788077	557	2	9	57	0	13	23	39	1	13	0	1	14	130	14	11	2	1	26	12	0	31	3	11
LOC788079	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788089	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788100	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788114	876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788126	963	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788129	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788130	1608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788142	1787	253	0	0	0	376	0	114	0	43	34	37	148	0	96	10	108	0	36	175	19	0	0	0
LOC788146	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788150	910	0	0	181	213	108	197	26	0	65	120	86	1	235	108	0	89	0	1	0	79	0	0	0
LOC788160	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788175	2837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788183	870	18	37	18	0	8	0	37	0	60	33	23	24	22	10	1	1	6	8	0	2	0	0	0
LOC788196	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788201	888	56	106	23	0	36	144	37	178	724	927	546	17	63	31	62	1	0	1	0	74	149	8	0
LOC788205	1542	0	0	0	0	0	0	0	0	1	0	0	0	69	0	0	0	0	0	0	0	0	0	0
LOC788210	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788220	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788228	1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788242	939	0	0	0	0	0	0	0	0	1	0	0	0	0	32	0	0	0	0	0	0	0	0	0
LOC788246	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788258	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788263	963	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788278	1959	0	44	0	0	171	0	2	2	11	36	26	0	0	0	1	0	219	5	1	246	1	0	0
LOC788284	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788285	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788298	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788322	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788323	954	0	0	0	0	0	0	0	0	46	44	24	0	0	0	0	0	0	3	0	0	0	0	0
LOC788328	1737	28	0	261	0	16	104	670	6	9	19	11	57	147	90	115	246	294	326	885	363	65	0	10
LOC788334	2660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788357	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788363	309	0	6	0	11	1	0	0	3	0	0	1	0	0	0	6	2	0	1	0	1	6	0	2
LOC788364	852	0	0	0	0	0	145	0	77	4	13	0	73	0	0	0	13	0	0	0	0	0	114	0
LOC788372	964	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788394	1749	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC788396	942	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788413	963	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788414	2667	0	5	1	65	39	1	6	0	12	3	2	13	3	23	2	16	5	1	25	0	7	2	0
LOC788425	2526	7	1	4	14	8	182	6	72	1	0	3	97	22	16	2	50	11	11	7	35	2	5	29
LOC788428	963	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788434	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788438	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788476	1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788512	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788524	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788535	1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788541	846	51	25	30	4	16	12	3	6	71	109	103	4	0	4	0	4	11	10	6	2	3	17	1
LOC788552	1593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788554	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788565	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788572	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788573	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788583	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788587	1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788599	4507	141	47	58	52	56	71	61	0	412	487	321	63	19	54	0	93	67	8	54	30	62	74	71
LOC788601	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788607	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788615	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788626	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788633	960	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788634	3646	29	0	2	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0
LOC788638	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788640	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788649	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788650	1635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788663	1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788675	954	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788692	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788693	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788694	2208	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC788703	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788704	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788709	1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788713	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788723	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788724	546	66	95	35	151	100	108	81	155	26	31	17	60	85	24	50	15	45	20	96	22	110	51	69
LOC788731	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788736	1807	1	2	0	5	2	63	4	0	40	20	20	2	0	4	12	1	1	83	10	7	37	16	1
LOC788740	984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
LOC788741	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788751	2950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788764	931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788777	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788778	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788790	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788797	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788801	883	598	920	1747	1630	996	1322	1621	1512	282	256	577	1790	1794	1371	1088	1640	1459	2798	5030	10409	8092	2470	1308
LOC788825	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788845	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788864	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788872	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC788874	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788881	1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788891	981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788898	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788915	3914	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	1
LOC788939	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC788952	725	0	0	0	0	0	0	0	0	3	1	3	0	0	23	0	0	0	0	0	0	0	0	0
LOC788998	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC789018	548	3	3	0	0	1	0	0	0	11	6	3	1	1	0	2	0	0	0	0	1	1	0	1
LOC789025	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC789031	1905	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC789041	2804	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0
LOC789121	1337	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC789126	2130	0	1	0	0	0	373	0	0	3	0	1	344	0	352	1	0	1	0	762	3	0	3	0
LOC789134	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC789138	1437	0	0	183	180	474	119	0	1	43	45	30	249	293	667	786	486	778	616	813	875	5	604	1
LOC789144	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC789148	1072	1	11	3	0	0	2	1	0	39	25	24	0	1	0	0	2	0	8	0	2	1	5	8
LOC789151	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC789175	681	333	155	200	161	406	143	173	72	202	437	224	222	57	65	0	93	54	27	14	73	199	225	353
LOC789192	1452	1	1	17	5	0	3	0	4	4	4	8	0	1	0	1	5	0	4	3	0	2	0	2
