name	length	Morula_SRR17972742_Rep1_R1	Morula_SRR17972743_Rep1_R1	Morula_SRR17972744_Rep1_R1	Morula_SRR17972745_Rep1_R1	Morula_SRR17972746_Rep1_R1	Morula_SRR17972747_Rep1_R1	Morula_SRR17972748_Rep1_R1	Morula_SRR17972749_Rep1_R1	Morula_SRR17972750_Rep1_R1	Morula_SRR17972751_Rep1_R1	Morula_SRR17972752_Rep1_R1	Morula_SRR17972753_Rep1_R1	Morula_SRR17972754_Rep1_R1	Morula_SRR17972755_Rep1_R1	Morula_SRR17972756_Rep1_R1	Morula_SRR17972757_Rep1_R1	Morula_SRR17972786_Rep1_R1	Morula_SRR17972787_Rep1_R1	Morula_SRR17972788_Rep1_R1	Morula_SRR17972789_Rep1_R1	Morula_SRR17972817_Rep1_R1	Morula_SRR17972818_Rep1_R1	Morula_SRR17972819_Rep1_R1
LOC509118	1909	9	16	10	4	6	2	2	7	8	31	1	3	4	2	20	8	37	5	10	6	94	112	95
LOC509124	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC509128	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC509155	1063	1	3	1	5	3	1	2	0	3	0	0	1	3	0	11	0	0	0	1	0	8	6	2
LOC509184	2099	923	637	1340	427	2059	316	395	1628	996	0	548	1058	134	6	450	2	1097	829	809	702	262	321	242
LOC509267	2715	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2	3	1
LOC509280	1671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC509283	17812	465	1045	146	382	922	26	171	127	271	97	114	303	102	67	33	46	1274	283	962	0	665	1399	1051
LOC509323	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC509356	443	0	0	0	14	28	0	0	0	11	12	20	0	0	0	0	0	0	34	9	126	2	6	5
LOC509369	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC509410	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC509506	1885	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LOC509508	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC509513	1327	0	2	0	1	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC509525	960	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
LOC509526	957	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC509594	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC509618	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	3
LOC509633	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC509641	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC509710	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC509761	2529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC509805	2143	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC509810	3200	654	2209	1111	216	558	562	133	103	283	0	783	401	79	34	896	2	1671	677	1488	1	1941	2664	2119
LOC509817	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0
LOC509854	4698	3	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	3	1	3	1
LOC509870	1525	0	0	0	0	77	0	0	0	0	0	90	0	94	0	1	0	0	0	0	0	0	3	1
LOC509881	1615	0	0	0	0	0	0	0	0	101	0	1	0	0	174	0	0	0	0	0	0	0	1	0
LOC509884	1056	0	0	0	0	6	0	4	0	6	0	5	5	1	0	0	0	10	0	2	0	5	2	2
LOC509895	933	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC509911	3181	3	0	0	25	0	0	0	0	1	0	0	12	6	0	0	1	81	0	0	0	28	12	41
LOC509922	2775	286	0	21	34	0	0	0	0	3	1	0	0	2	6	0	0	0	0	1	0	5	20	1
LOC509946	4435	0	0	96	6	14	0	190	0	0	70	3	4	0	0	0	0	0	3	14	0	496	251	208
LOC509956	1092	0	0	0	0	0	0	0	0	1	0	0	0	0	35	0	0	0	0	0	0	0	0	0
LOC509961	2149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC509972	5719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC510046	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC510087	1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC510100	1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC510112	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC510150	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC510185	2392	3557	511	2402	244	1160	149	382	165	275	185	227	277	350	569	129	37	852	413	1832	12	537	627	427
LOC510193	3603	0	135	63	2	0	20	0	0	0	0	0	0	4	0	9	0	0	67	0	0	36	88	58
LOC510257	993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LOC510293	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC510351	1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC510362	5822	0	0	0	2	0	0	2	0	0	0	0	0	0	0	142	0	0	0	44	0	22	38	24
LOC510369	1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
LOC510382	2449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
LOC510433	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC510520	2404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC510530	1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC510536	2463	184	0	261	7	1	22	5	0	21	2	0	0	7	37	0	0	253	13	35	0	125	82	90
LOC510570	989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC510613	3534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7
LOC510625	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC510631	1300	793	1255	1772	427	188	496	609	35	778	150	1729	486	460	427	2762	335	2597	632	1876	1168	22762	26135	16151
LOC510712	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC510731	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC510798	1213	178	336	102	36	242	5	0	0	21	14	183	0	66	7	1	0	0	78	0	0	38	68	98
LOC510860	958	0	0	0	0	12	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	26	6	1
LOC510901	2015	0	1	0	1	30	0	16	0	25	0	32	19	8	0	0	0	46	0	4	0	2	4	6
LOC510904	2211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC510913	2953	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC510931	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC510984	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC511103	1811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC511106	1660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	1	3
LOC511136	1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC511141	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC511161	1801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC511175	1582	0	0	0	2	0	0	0	0	51	63	72	32	0	0	0	0	0	0	0	0	127	73	137
LOC511229	3359	29	10	14	12	36	19	63	0	6	9	145	30	68	68	111	26	871	20	280	0	79	128	160
LOC511240	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC511302	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC511386	1160	3	2	0	3	0	0	6	4	1	2	0	1	0	7	5	6	0	2	1	17	26	20	57
LOC511400	933	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC511401	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC511494	1120	64	0	54	39	1	0	0	0	47	0	478	9	189	64	3	0	128	30	0	0	15	20	131
LOC511498	2055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12
LOC511509	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC511531	2901	30	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	1	0	0	0	4	8	7
LOC511569	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC511570	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC511617	3502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC511622	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC511642	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC511657	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC511678	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC511687	6250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6
LOC511695	1790	6	17	1	0	0	0	2	0	0	0	5	1	0	1	0	0	3	2	12	1	55	60	8
LOC511713	1652	205	316	591	76	1137	50	505	7	186	1	233	274	179	0	499	0	5	204	157	1	34	23	14
LOC511741	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC511753	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC511823	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC511865	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC511936	5316	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	74	0	0	0	0
LOC511937	1247	43	0	91	1	6	0	46	0	8	0	22	1	13	0	0	0	291	0	74	0	36	112	141
LOC512005	2708	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LOC512085	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC512149	2124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC512248	3150	3	5	10	0	1	1	11	0	2	0	3	1	7	0	4	1	9	2	6	14	10	19	25
LOC512249	1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC512286	2859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
LOC512323	951	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	8	9	15
LOC512340	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC512399	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC512440	3117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC512441	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LOC512464	6138	184	0	0	16	3	2	358	0	232	49	4	6	1	450	0	1	0	0	224	2	178	157	71
LOC512486	2490	52	1	0	0	0	45	0	0	4	0	110	0	13	0	0	0	70	0	1	0	84	135	62
LOC512488	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC512541	1723	2692	227	765	59	826	433	163	14	453	0	312	777	144	22	153	0	804	990	1577	1	282	390	393
LOC512548	1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC512579	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC512580	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC512612	636	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
LOC512617	2152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC512624	993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC512627	4345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0
LOC512672	2685	83	0	1	20	4	0	19	1	9	177	1	2	7	45	0	122	1	3	115	2	82	74	69
LOC512684	4971	342	496	68	65	295	109	36	12	271	11	1043	1	118	9	0	1	0	469	427	0	429	449	449
LOC512863	2024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4
LOC512867	1756	211	0	41	23	58	1	218	0	1	0	130	0	76	11	0	0	123	56	0	2414	92	161	57
LOC512869	16595	89	22	18	15	11	8	0	14	57	20	2	34	1	275	9	0	1003	129	506	0	114	206	92
LOC512948	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC512956	1545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC512973	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC512980	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	31	70
LOC513062	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC513099	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC513101	1641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC513151	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC513175	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC513210	2273	0	0	0	0	0	0	0	0	0	0	88	0	48	0	1	0	0	0	41	0	1	6	10
LOC513329	986	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LOC513333	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC513334	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC513384	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC513494	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC513508	2953	0	0	7	0	17	0	1	0	113	0	0	11	0	4	0	1	0	5	0	0	18	29	23
LOC513532	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC513580	1119	12	1	31	5	6	1	8	4	13	0	3	8	1	4	0	1	9	10	4	7	6	5	8
LOC513584	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC513659	5495	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	7	10	1
LOC513698	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	2	0
LOC513706	1292	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC513767	2355	432	422	373	155	339	3	180	409	183	26	138	377	108	179	0	13	0	427	340	1070	98	152	122
LOC513770	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1
LOC513869	1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	5	16
LOC513884	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC513894	1077	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	1	0	1
LOC513914	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC513941	2333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC513948	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC513969	4366	0	0	76	0	0	0	0	0	0	0	3	0	1	0	0	0	0	8	24	0	81	34	46
LOC514002	1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
LOC514011	1726	749	892	860	207	1865	520	913	275	535	16	212	412	175	306	439	100	836	748	438	26	218	382	280
LOC514057	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC514071	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC514121	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC514151	993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC514189	3818	1001	528	1335	234	508	128	1056	1	492	23	319	301	121	436	56	3	868	829	345	595	3955	3845	3119
LOC514235	1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC514257	6497	0	0	0	6	2	0	0	0	4	0	13	0	3	0	5	0	0	108	0	0	0	5	1
LOC514367	1606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	7
LOC514434	1419	1	11	0	0	0	24	0	0	95	7	0	0	0	0	0	0	0	5	0	1	13	24	35
LOC514546	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC514552	2003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC514658	1997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC514662	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC514818	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC514861	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC514864	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC514883	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC514891	933	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	4	2
LOC514976	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
LOC514978	5497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	7	0	6
LOC515000	1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC515027	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC515042	1054	5829	5237	7748	1539	6014	964	2016	2640	1805	332	1368	1995	1844	986	1320	232	4546	10433	4113	4103	2944	2280	3283
LOC515045	1117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC515089	3963	1	8	61	95	26	1	60	0	53	19	65	2	6	14	33	0	237	35	30	0	534	576	715
LOC515090	1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC515149	1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC515150	1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC515227	1296	80	64	41	13	42	5	21	7	8	8	18	23	8	12	12	6	29	26	61	69	5	10	11
LOC515276	3068	68	164	0	0	56	83	0	0	36	46	0	0	67	0	21	104	0	51	92	1	2	7	12
LOC515333	7490	729	1238	1703	1189	1206	161	572	122	962	360	195	839	336	256	65	48	3297	996	3915	260	3198	5327	4882
LOC515358	802	1188	697	1459	272	445	102	245	302	195	0	63	497	350	158	375	8	653	1199	1213	2507	438	680	650
LOC515414	1909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC515418	5092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC515473	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC515482	977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC515485	834	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
LOC515540	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
LOC515545	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC515551	10029	48	99	8	213	12	215	3	295	301	6	340	4	6	216	16	0	655	45	68	18	715	612	642
LOC515570	4211	420	200	140	76	240	34	225	4	250	51	319	174	102	167	38	34	666	210	338	125	138	206	201
LOC515578	2474	391	186	390	69	433	123	492	908	312	0	151	441	105	0	224	0	332	731	552	577	406	323	177
LOC515600	2506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC515601	1659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	16	5
LOC515619	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0
LOC515676	1803	120	0	101	15	0	0	0	0	15	0	14	0	0	0	1	0	0	44	31	0	29	29	21
LOC515694	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC515697	3872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LOC515704	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC515736	4351	39	5	63	19	104	1	43	0	269	0	846	0	156	0	2	53	0	0	369	0	107	142	170
LOC515755	3879	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	1	1	0
LOC515790	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC515828	2839	0	0	0	51	297	0	428	0	94	12	7	0	30	0	1	0	0	0	56	0	4	23	19
LOC515862	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC515887	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC515953	1682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC515991	558	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC516101	1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC516108	919	8656	6809	6736	3911	10107	3216	3176	2891	3348	873	1123	2541	1185	1916	1141	442	5244	5130	5804	6186	609	572	752
LOC516132	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC516179	1053	2	0	0	0	0	0	0	0	0	0	1	1	1	0	8	0	0	0	0	2	0	0	0
LOC516263	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC516273	1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC516274	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC516355	3912	81	83	309	238	2	6	286	35	29	5	66	17	17	200	64	7	214	153	283	2353	701	903	1156
LOC516378	1596	28027	6910	14455	3383	13945	3018	5329	4185	5866	1309	7675	2637	2791	1066	2699	322	41446	8089	55045	6093	360	1157	1244
LOC516396	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
LOC516409	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC516410	1359	164	2674	921	749	2390	812	312	1024	298	2	52	378	38	210	1159	2	27	615	542	5046	539	1061	601
LOC516414	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC516421	3358	305	382	124	25	713	93	18	47	578	353	49	101	129	297	1	3	275	159	304	0	396	985	428
LOC516442	4906	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	27
LOC516467	1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC516494	2341	130	29	22	25	291	1	0	1	67	198	15	1	155	0	0	0	0	42	146	0	44	94	52
LOC516599	2869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
LOC516636	1543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0
LOC516736	3957	0	0	0	0	0	0	0	0	0	0	0	0	47	0	3	0	0	0	13	0	8	9	22
LOC516742	1814	111	4	39	3	14	5	10	3	34	34	26	4	0	3	1	3	14	1	6	9	152	122	56
LOC516849	6866	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	6
LOC516870	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
LOC516904	1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC516940	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC517016	637	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	1	0
LOC517093	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LOC517108	1881	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
LOC517144	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC517252	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
