name	length	Blastocyst_SRR17972766_Rep1_R1	Blastocyst_SRR17972767_Rep1_R1	Blastocyst_SRR17972768_Rep1_R1	Blastocyst_SRR17972769_Rep1_R1	Blastocyst_SRR17972770_Rep1_R1	Blastocyst_SRR17972771_Rep1_R1	Blastocyst_SRR17972772_Rep1_R1	Blastocyst_SRR17972773_Rep1_R1	Blastocyst_SRR17972774_Rep1_R1	Blastocyst_SRR17972775_Rep1_R1	Blastocyst_SRR17972776_Rep1_R1	Blastocyst_SRR17972777_Rep1_R1	Blastocyst_SRR17972778_Rep1_R1	Blastocyst_SRR17972779_Rep1_R1	Blastocyst_SRR17972780_Rep1_R1	Blastocyst_SRR17972781_Rep1_R1	Blastocyst_SRR17972782_Rep1_R1	Blastocyst_SRR17972783_Rep1_R1	Blastocyst_SRR17972784_Rep1_R1	Blastocyst_SRR17972785_Rep1_R1	Blastocyst_SRR17972814_Rep1_R1	Blastocyst_SRR17972815_Rep1_R1	Blastocyst_SRR17972816_Rep1_R1
MATN4	2377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MATR3	3827	357	515	1354	476	193	411	1074	384	594	290	551	270	383	67	487	611	330	506	22	472	2969	2930	1307
MAU2	5195	24	596	286	493	500	462	522	349	917	270	766	941	292	458	352	167	84	85	2	38	137	150	119
MAVS	16641	71	88	2	1	111	222	0	45	0	24	0	1	355	0	6	98	10	100	1	9	107	115	68
MAX	2135	226	199	258	122	162	204	251	165	286	62	145	165	165	174	378	114	304	300	1	84	203	135	141
MAZ	2919	633	366	443	508	594	479	494	349	417	550	240	275	458	362	432	115	42	53	3	23	136	102	94
MB	1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MB21D2	1476	0	0	125	2	7	1	0	182	0	0	7	16	0	0	0	0	0	0	0	0	3	2	2
MBD1	5045	209	121	0	79	1	266	0	1	0	0	1	41	5	1	1	3	50	31	0	8	119	124	71
MBD2	2124	9	30	15	61	0	11	1	0	0	19	0	0	0	10	19	4	14	1	0	0	104	82	52
MBD3	2251	381	414	535	675	428	503	440	770	395	179	28	201	1	142	21	429	47	25	1	49	197	134	129
MBD3L1	1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD3L3	570	408	1	33	0	830	67	246	360	133	0	190	63	1336	0	1470	81	1141	0	5	0	6	0	2
MBD4	5533	7	34	189	79	14	1	10	0	11	73	46	9	17	16	3	72	89	98	0	14	68	63	43
MBD5	7492	0	0	37	17	0	5	139	0	0	0	0	0	0	0	0	0	0	0	1	0	4	22	7
MBD6	4298	107	60	91	186	214	61	34	80	124	219	7	17	65	20	144	3	12	48	0	12	87	67	58
MBIP	1616	123	30	220	193	151	248	16	100	10	105	0	10	42	18	12	16	36	139	0	11	195	160	156
MBL1	976	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
MBL2	1817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBLAC1	1381	332	410	222	337	293	52	137	71	2	36	1	0	4	11	20	18	4	23	0	6	45	35	28
MBLAC2	4124	0	0	16	4	0	9	3	3	0	2	0	10	0	0	0	0	1	0	0	0	24	21	13
MBNL1	7633	38	28	3	51	0	5	134	84	1	26	6	73	30	0	59	89	15	18	0	4	41	62	57
MBNL2	5269	2	0	1	15	1	31	73	0	0	3	2	38	0	0	0	0	5	0	0	0	79	74	38
MBNL3	9499	6	25	245	53	72	83	205	98	411	198	30	148	12	55	149	61	26	33	2	92	656	700	395
MBOAT1	3605	14	327	285	159	198	245	288	158	142	72	67	38	10	193	119	181	31	98	1	102	30	35	23
MBOAT2	8118	17	38	78	82	59	15	187	62	92	27	72	108	8	23	34	34	3	115	0	30	143	112	65
MBOAT4	1308	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBOAT7	2767	131	248	519	325	356	409	280	433	392	66	90	34	57	46	11	93	90	36	4	57	49	53	48
MBP	2830	0	25	48	59	21	1	19	2	5	19	0	12	0	14	0	0	5	0	0	0	8	16	4
MBTD1	6464	30	19	46	56	56	66	55	23	130	9	82	51	0	138	16	27	19	37	0	26	323	308	166
MBTPS1	4240	189	229	243	563	726	310	306	206	343	236	582	108	84	95	89	71	48	49	261	76	246	233	186
MBTPS2	6567	0	83	7	46	9	78	186	164	2	0	39	13	102	53	81	6	73	77	89	34	158	98	114
MC1R	1751	0	43	0	28	0	0	0	0	0	0	0	0	24	0	0	0	0	1	0	2	0	0	1
MC2R	2910	0	0	0	73	0	1	0	0	0	1	0	0	0	0	0	0	3	1	0	0	18	8	16
MC3R	2921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MC4R	1808	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
MC5R	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCAM	3114	0	0	0	47	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10	10
MCAT	2031	2502	1268	1444	1533	1562	539	1027	437	460	391	129	937	890	166	281	162	241	28	2	94	176	110	161
MCC	7804	2	15	66	48	21	23	0	9	0	27	0	54	34	0	0	0	29	18	0	1	36	23	18
MCCC1	2533	266	32	117	265	67	15	4	210	1	24	41	677	0	0	26	1	16	52	1	36	152	151	84
MCCC2	4341	88	216	13	85	92	146	16	18	123	40	17	199	229	432	195	102	39	15	510	37	226	271	140
MCCD1	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MCEE	819	34	26	0	51	0	71	63	0	0	116	17	183	0	0	16	78	9	8	29	8	89	82	42
MCEMP1	2457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MCF2	5712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
MCF2L2	6596	0	0	0	24	12	12	0	13	0	34	0	0	0	0	0	0	161	0	1	0	18	13	4
MCF2L	7436	96	74	9	168	108	56	20	142	18	95	1	132	90	0	85	39	76	34	9	1	36	58	34
MCFD2	2217	294	272	865	832	613	678	626	807	758	342	76	841	438	83	582	57	91	66	1	26	839	828	277
MCHR1	2263	0	0	0	0	0	0	2	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0
MCHR2	1440	1	0	0	0	0	0	5	0	0	4	2	3	5	0	4	0	0	1	0	0	3	2	0
MCIDAS	1547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
MCL1	3759	1333	1421	1120	1415	911	1259	757	909	373	700	596	750	237	1101	606	958	469	610	272	248	1815	1571	948
MCM10	4672	510	790	924	665	273	432	131	205	134	467	384	169	94	138	296	177	59	130	68	279	892	853	444
MCM2	3955	575	1017	387	1356	1262	686	122	378	263	758	198	60	67	579	348	383	320	301	3	35	222	169	168
MCM3	3007	423	240	288	667	225	320	129	148	6	97	171	29	516	134	259	160	374	450	0	54	344	362	348
MCM3AP	6571	131	154	74	107	29	171	95	2	1	0	11	19	7	1	38	26	4	13	0	97	289	259	171
MCM4	3790	1095	1267	974	1155	551	909	468	531	300	334	236	359	457	408	46	210	481	385	0	71	1001	731	497
MCM5	2793	1401	3330	1689	2678	2459	3163	1003	2363	991	1576	189	510	349	525	565	428	210	109	0	132	159	175	182
MCM6	2745	158	229	159	559	106	364	794	489	147	226	87	61	77	109	174	277	204	254	638	85	873	633	508
MCM7	2790	3290	5874	2978	4205	2098	5607	1713	2814	2529	1743	1198	1886	1479	2415	978	206	557	533	31	265	599	536	412
MCM8	3209	66	0	0	5	0	181	0	10	28	57	0	0	0	0	2	7	0	27	0	0	52	72	59
MCM9	7209	0	1	4	17	45	4	71	0	0	430	62	0	0	1	0	19	0	0	0	14	37	23	13
MCMBP	3900	292	210	693	299	135	225	279	193	43	108	266	28	15	24	76	190	118	251	99	280	453	398	253
MCMDC2	2369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
MCOLN1	2301	570	948	647	778	263	1857	85	1328	365	787	171	507	915	316	5	312	280	395	1	133	70	86	56
MCOLN2	5436	366	177	391	498	367	189	311	238	227	192	226	330	464	48	2	74	118	117	0	65	372	417	149
MCOLN3	4086	8	0	0	0	0	0	16	0	0	0	0	0	0	0	0	12	0	14	0	0	4	8	9
MCPH1	3476	222	112	239	46	34	36	172	392	113	24	11	0	138	55	95	40	65	40	0	96	85	103	59
MCRIP1	7147	1057	1006	991	1422	1812	1519	1039	2001	1202	1127	510	1019	195	964	468	600	253	384	4	226	276	143	155
MCRIP2	1263	4149	3116	3769	3680	5540	4612	3318	4920	4114	2762	799	1407	1258	1119	1272	477	702	480	4	420	372	267	304
MCRS1	2310	3292	1771	1354	1470	1695	2208	913	1603	818	726	169	796	401	840	151	369	52	69	2	77	80	116	78
MCTP1	1947	0	0	0	0	0	0	0	0	0	1	0	0	2	0	18	0	1	0	0	0	3	2	5
MCTP2	4400	0	0	0	0	0	0	0	20	163	0	0	0	0	0	0	0	19	27	0	2	22	8	10
MCTS1	1686	69	44	106	129	72	102	191	136	198	122	32	106	2	1	0	122	11	4	0	71	167	142	121
MCU	3327	86	116	74	116	283	216	24	121	127	1	146	1	1	120	106	23	361	5	1	24	104	124	77
MCUB	1403	0	0	5	3	0	0	0	0	0	0	0	0	0	0	64	0	1	0	0	1	19	24	16
MCUR1	2862	1	27	28	2	5	22	2	0	0	10	0	0	4	2	0	1	2	5	0	0	53	68	18
MDC1	7623	201	39	74	106	5	62	307	132	33	14	183	18	54	101	268	297	221	217	0	24	343	290	156
MDFI	1886	5	4	32	14	11	16	3	38	14	0	0	21	12	8	0	12	1	0	0	1	1	0	1
MDFIC2	2987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MDFIC	4045	155	48	20	66	80	9	26	132	53	0	8	44	163	15	5	7	25	32	0	4	187	171	115
MDGA1	4052	0	6	0	4	4	0	0	1	0	3	0	1	0	0	0	0	0	0	0	4	4	7	16
MDGA2	8086	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	1	0
MDH1	1695	3354	2949	3210	3641	1778	2381	1408	1319	221	1131	335	240	383	531	893	867	484	602	442	603	2240	1432	1274
MDH1B	2457	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2
MDH2	1369	11236	10666	6864	7501	2947	7909	2657	4259	1783	3702	1814	2710	2926	2427	2764	2454	1787	942	4471	777	1678	1412	1404
MDK	1405	489	322	177	305	162	361	421	743	301	522	214	117	3	289	5	70	169	57	28	18	25	27	29
MDM1	3234	0	0	0	12	0	0	1	0	0	32	0	0	5	2	0	0	0	13	3	0	23	26	12
MDM2	5306	39	192	473	463	146	395	331	185	10	16	96	239	29	39	366	87	25	225	1	57	479	742	224
MDM4	17352	28	166	211	656	154	254	200	353	118	261	60	220	54	229	180	172	30	17	1	23	378	445	242
MDN1	18285	15	174	297	270	49	167	16	371	14	100	73	112	26	480	227	372	86	316	1	47	343	361	158
MDP1	722	515	836	527	502	933	911	550	677	1150	503	156	79	123	148	243	215	184	109	2	3	97	104	100
ME1	3448	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	7	8	9
ME2	6007	42	18	0	17	38	97	0	44	0	0	141	0	0	139	0	0	48	19	0	28	87	72	43
ME3	2383	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4
MEA1	1255	4005	3964	3799	3928	5922	5003	4146	3955	2849	2739	827	1771	1459	1856	1513	1527	1203	1287	16	237	365	404	186
MEAF6	2439	114	432	1106	405	538	485	341	333	101	135	48	233	275	266	80	157	46	24	2	115	224	248	141
MECOM	5903	0	0	0	5	242	0	0	0	0	0	0	0	5	0	1	2	1	0	0	2	17	10	19
MECP2	10295	160	92	73	69	62	43	196	57	93	143	75	6	30	34	108	12	18	31	2	3	109	85	75
MECR	5703	34	262	153	199	193	152	269	105	70	32	74	1	26	64	40	7	27	8	0	0	16	14	12
MED10	987	363	196	466	223	149	186	374	180	373	179	143	121	234	124	205	159	113	237	1	55	219	194	209
MED11	830	417	252	505	203	336	216	267	513	97	71	16	83	123	59	0	70	46	47	0	1	44	50	39
MED12	7103	30	16	195	53	7	16	87	64	27	4	6	0	56	2	41	109	58	82	0	28	162	110	104
MED12L	8806	45	19	8	110	76	64	47	4	30	109	132	4	5	30	284	13	1	7	1	22	100	123	64
MED13	10573	139	76	139	155	49	86	28	145	180	51	76	228	87	76	197	77	182	108	0	104	475	582	262
MED13L	9413	329	217	725	410	181	179	510	296	468	341	13	62	68	34	358	145	211	103	30	94	607	763	391
MED14	7002	7	47	39	188	6	49	0	21	13	123	10	63	5	150	20	21	31	209	0	111	309	268	219
MED14OS	1615	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0
MED15	3020	488	757	475	863	296	547	681	559	441	375	142	417	245	561	602	52	216	181	0	71	313	231	219
MED16	5053	174	314	303	411	71	195	20	502	276	62	400	348	421	2	4	369	103	82	0	66	105	80	61
MED1	7029	327	287	856	672	470	678	299	237	297	506	250	690	253	419	120	727	161	176	2	140	337	394	240
MED17	2446	3	128	214	23	147	60	56	20	7	38	9	31	2	30	15	13	3	21	0	4	99	121	87
MED18	1276	737	391	201	537	385	394	247	396	89	115	5	14	1	192	370	59	176	245	1	15	164	95	115
MED19	1444	446	344	380	339	512	548	496	357	113	108	232	352	453	102	352	221	206	100	0	17	172	204	118
MED20	2470	25	258	75	166	145	549	5	101	237	167	29	24	96	38	2	13	0	5	0	35	55	63	17
MED21	764	627	377	263	432	90	399	299	416	120	249	260	149	236	21	516	301	66	147	1	6	460	356	258
MED22	1418	213	146	251	256	175	315	166	204	66	146	218	134	364	1	0	33	242	57	0	88	88	90	45
MED23	5268	55	11	18	76	17	256	76	181	0	8	54	20	18	6	3	40	1	18	0	5	96	71	44
MED24	4510	0	175	85	193	19	12	100	65	0	141	1	31	9	15	241	131	7	3	0	0	39	64	25
MED25	4160	126	30	58	165	63	65	40	114	121	102	30	166	28	42	85	57	24	21	1	42	102	79	160
MED26	13533	195	167	81	72	115	57	35	22	2	115	36	268	207	40	1	128	313	2	12	10	69	60	52
MED27	1567	2351	1941	1303	1642	1551	1949	2238	1677	1182	1163	958	1493	2779	1386	1374	1490	456	174	5	220	155	145	129
MED28	790	677	170	176	133	263	266	323	111	110	140	110	155	385	149	29	89	1	127	1	14	104	85	117
MED29	737	4094	3670	4383	4121	3704	5034	3125	5152	1993	3386	1934	3072	1157	2562	1726	2039	1464	1656	5	657	212	166	186
MED30	1128	551	196	190	126	0	143	160	145	204	147	165	81	17	101	159	74	89	7	1	9	110	130	89
MED31	632	1274	747	1344	660	504	651	1475	800	642	467	308	605	171	827	406	394	253	352	7	172	142	170	134
MED4	1352	454	280	410	352	68	146	193	128	246	264	73	74	282	0	0	3	28	32	0	66	753	636	458
MED6	1397	299	244	401	507	175	97	345	123	138	176	50	221	54	18	461	192	120	143	12	60	292	257	173
MED7	1954	478	122	67	281	195	37	270	56	26	84	19	191	13	39	2	32	16	39	1	48	290	233	201
MED9	1338	876	551	751	490	441	661	213	617	427	315	82	603	77	71	228	122	5	122	0	62	55	21	46
MEDAG	2135	0	7	512	61	0	81	20	129	11	100	78	54	4	15	117	300	243	67	1	35	88	72	79
MEF2A	6041	91	11	361	10	52	13	215	110	13	207	11	1	46	60	406	23	8	25	0	17	239	267	131
MEF2B	1415	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEF2C	7027	0	0	0	10	165	0	0	1	0	1	0	18	38	0	6	0	0	0	0	0	13	2	15
MEF2D	6168	89	46	87	25	57	69	116	107	39	75	70	9	1	141	3	27	2	6	7	2	42	37	50
MEFV	4544	0	0	0	0	0	0	0	0	351	0	0	0	0	0	1	0	0	5	1	0	4	7	3
MEG3	1952	0	68	14	0	55	0	180	16	0	94	0	0	0	0	0	131	0	26	0	68	76	124	35
MEG8	14542	1	0	0	0	0	36	0	6	2	0	29	0	0	4	10	13	27	6	0	2	112	150	61
MEG9	1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	7	4
MEGF10	5096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0
MEGF11	11133	1	19	108	34	104	0	23	0	1	10	0	1	0	0	7	0	17	0	0	1	45	48	41
MEGF6	6843	0	5	0	36	0	51	0	0	0	0	0	0	0	29	0	0	0	0	0	0	5	10	4
MEGF8	11018	2	0	0	40	33	5	0	0	6	5	0	4	0	0	0	154	0	0	0	13	11	16	11
MEGF9	6354	0	0	14	13	6	72	0	21	0	7	0	4	0	15	0	26	0	26	0	0	73	80	43
MEI1	4016	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	18	6
MEI4	1949	0	0	57	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEIG1	764	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	2	5
MEIKIN	2059	0	0	0	0	0	0	1	0	7	0	0	0	0	0	2	0	107	23	0	0	3	9	16
MEIOB	2780	0	0	0	0	26	16	10	0	0	1	0	0	0	0	0	0	26	0	0	15	1	2	0
MEIOC	4564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	5
MEIS1	3824	0	0	0	3	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	6	8	1
MEIS2	3018	15	0	19	9	0	1	0	0	91	16	0	0	0	0	3	7	7	17	0	8	60	49	30
MEIS3	2543	21	51	4	10	7	7	0	75	32	45	0	26	0	0	0	13	0	0	0	44	7	9	5
MELK	2852	123	19	108	96	119	95	18	17	0	250	55	38	169	57	36	65	92	40	6	24	600	490	280
MELTF	2352	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
MEMO1	807	40	68	258	245	261	254	156	47	0	77	0	162	0	7	0	0	0	0	0	1	56	63	25
MEN1	2897	217	322	458	407	379	354	354	496	510	174	99	633	215	47	468	10	116	143	0	50	72	41	39
MEOX1	3180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
MEOX2	2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEP1A	3319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MEP1B	3323	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	5
MEPCE	2687	1198	1021	770	559	358	412	387	754	457	296	483	1005	53	40	435	513	661	504	1	253	245	206	113
MEPE	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MERTK	3762	39	317	239	381	246	432	927	90	50	35	234	255	78	1	60	97	181	204	2	52	124	122	83
MESD	1635	564	637	1515	870	1265	1280	901	663	106	447	302	739	132	164	239	406	397	147	2	33	383	442	203
MESP1	1172	174	337	245	185	120	161	91	248	383	173	58	8	0	151	0	152	7	40	1	0	21	9	14
MESP2	1427	41	64	67	48	249	154	22	1	66	37	47	0	0	15	109	0	0	0	0	0	8	0	8
MEST	2562	137	4	1	99	3	0	14	60	0	0	6	177	1	0	5	0	153	28	0	1	24	8	22
MET	6543	217	71	74	239	31	98	78	337	60	98	8	32	5	104	232	20	84	23	1	27	487	464	207
METAP1	2686	23	64	114	156	84	18	61	7	22	70	59	34	288	8	19	37	54	67	0	26	362	358	163
METAP1D	1607	0	5	74	40	4	76	0	23	0	18	0	1	0	0	0	0	0	104	0	0	26	50	32
METAP2	1926	269	192	406	332	191	511	480	62	118	132	189	175	247	31	327	77	269	251	0	163	1183	1092	753
METRN	997	28	6	23	6	0	41	1	83	28	47	0	1	0	0	0	0	1	11	0	0	1	0	0
METRNL	1529	370	798	335	436	477	557	209	590	207	360	55	196	255	22	57	142	44	171	0	41	61	60	19
METTL1	1823	1004	739	235	588	368	621	310	604	36	248	151	542	101	144	371	276	133	130	0	52	120	70	43
METTL11B	2528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
METTL13	2721	335	1159	894	1120	552	477	497	599	122	436	149	1096	552	713	62	196	182	84	635	199	392	535	196
METTL14	2669	36	47	1	19	7	29	14	1	163	24	0	0	1	63	0	40	9	11	0	2	115	151	45
METTL15	6053	13	1	108	137	6	41	25	76	13	40	101	15	9	49	3	41	16	42	1	1	100	114	64
METTL16	6107	469	108	175	338	238	300	277	195	64	248	266	34	9	33	169	269	717	62	0	4	217	165	127
METTL17	1515	517	600	325	653	183	1140	424	1047	62	447	156	240	1	485	176	140	139	71	1	15	61	88	49
METTL18	1464	0	111	193	110	0	103	56	0	0	0	0	110	0	0	2	2	1	24	0	174	137	148	113
METTL21A	2564	0	22	53	40	0	14	3	2	0	0	0	0	12	9	65	0	0	0	0	6	116	77	29
METTL21C	1617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1
METTL21E	1858	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	4	0
METTL22	5137	833	891	741	655	784	1330	817	560	1032	418	47	598	473	561	563	476	78	83	0	183	33	34	38
METTL23	2133	4	0	72	22	0	47	0	0	61	0	0	73	0	52	112	35	47	15	0	29	8	4	6
METTL24	3661	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1
METTL25	2593	0	0	0	0	0	0	21	4	0	60	0	0	0	0	0	0	2	0	0	0	16	23	14
METTL26	1022	3925	4266	4998	4864	7059	5782	4878	4789	1918	3161	956	1735	320	891	349	362	595	762	46	269	444	352	262
METTL27	1145	1668	1187	2148	2282	1904	3638	3008	2126	3128	1303	1923	2115	1319	1469	390	567	528	798	7	28	165	99	93
METTL2A	2347	176	45	442	305	39	371	2	2	7	112	120	0	0	39	6	20	36	84	0	16	193	166	80
METTL3	2027	127	286	323	79	4	122	5	274	350	60	0	512	95	36	28	45	9	9	0	2	105	94	69
METTL4	5499	4	0	120	57	127	44	10	0	26	54	5	5	6	4	0	0	27	20	0	9	155	166	93
METTL5	1543	70	93	817	271	282	481	385	279	174	256	10	275	188	169	29	81	14	0	0	2	228	223	156
METTL6	3639	3	98	389	300	12	349	130	141	207	109	62	31	0	18	209	8	5	30	26	18	96	85	81
METTL7A	2037	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	4
METTL7B	1682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
METTL8	3073	24	24	34	35	159	16	0	112	58	13	13	25	30	28	81	0	0	15	0	0	56	62	40
METTL9	5773	110	133	614	463	318	317	454	378	247	171	9	255	0	172	134	13	7	22	1	2	313	262	183
MEX3A	1725	0	0	0	0	0	22	0	1	4	0	0	0	192	0	1	0	0	0	0	0	0	0	1
MEX3B	4532	2	0	0	0	0	0	0	0	0	1	60	1	178	2	58	0	1	7	0	0	24	43	13
MEX3C	3831	0	44	238	8	1	0	1	19	130	4	167	76	2	3	88	18	28	11	1	7	256	240	111
MEX3D	2711	5	31	57	26	0	0	50	23	1	56	0	0	0	0	9	0	5	11	0	2	26	20	12
MFAP1	1923	61	91	88	114	0	348	42	55	7	80	1	0	32	92	99	67	8	33	29	35	144	160	105
MFAP2	1366	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	1	0
MFAP3	4885	131	16	127	111	140	67	84	15	22	12	21	155	152	142	25	6	124	93	0	3	182	190	98
MFAP3L	6936	244	164	375	338	287	596	325	597	32	393	54	333	37	242	42	2	19	21	1	62	372	309	158
MFAP4	1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3
MFAP5	1002	0	0	12	2	59	0	0	0	0	12	0	0	0	6	0	0	0	0	0	0	63	156	37
MFF	2349	512	599	2383	1607	933	1668	1681	1013	999	1331	425	930	774	357	615	1310	286	321	96	108	1172	1062	652
MFGE8	2664	1320	1213	740	760	607	708	615	550	671	629	296	380	637	177	401	174	96	49	1	124	28	44	37
MFHAS1	6728	89	360	121	202	92	135	0	159	622	325	25	60	221	34	34	6	102	2	0	6	57	66	43
MFN1	3220	3	170	120	96	18	209	10	32	3	79	2	17	107	1	164	21	44	5	0	9	226	254	137
MFN2	5001	213	117	66	100	190	3	22	0	189	48	383	0	6	100	0	0	8	1	0	23	145	102	108
MFNG	2083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MFRP	2792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
MFSD10	2521	0	9	52	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	23	16	14
MFSD11	4954	115	470	544	393	162	544	144	141	777	67	270	129	1	323	3	31	28	131	1	8	199	165	104
MFSD12	2381	661	587	1201	1028	1168	1258	1103	1375	357	616	487	622	781	195	1168	630	562	337	47	410	158	172	51
MFSD1	2286	51	35	70	332	299	49	183	115	6	228	37	53	322	149	180	30	162	65	3	34	451	407	212
MFSD13A	3070	766	567	536	307	766	605	479	313	4	428	111	289	51	303	0	91	3	91	0	1	89	57	32
MFSD14A	2771	61	474	309	210	81	525	465	109	76	179	91	211	89	114	73	155	75	29	34	12	630	458	267
MFSD14B	3496	229	127	235	91	92	147	193	82	74	468	19	230	10	79	144	27	45	41	0	4	660	592	292
MFSD2A	2367	328	25	25	117	106	10	70	40	24	145	21	83	67	185	131	189	93	17	0	15	14	19	10
MFSD2B	3657	0	144	0	1	0	179	0	0	38	74	0	0	0	0	0	0	0	143	0	0	11	4	10
MFSD3	1984	234	280	241	263	213	192	50	177	152	158	23	91	24	4	0	57	5	52	0	21	22	27	24
MFSD4A	4178	0	105	147	61	18	33	1	0	60	130	27	85	0	0	0	0	0	3	0	154	9	19	26
MFSD4B	7094	0	45	35	21	1	19	50	62	120	19	3	1	0	0	0	0	16	10	0	0	34	44	23
MFSD5	2912	2997	2250	2170	2831	2190	2489	2287	2462	1990	982	358	476	9	885	638	978	294	585	17	409	302	214	162
MFSD6	4858	0	35	0	93	14	16	0	0	0	52	0	4	0	280	208	0	20	0	0	0	19	8	12
MFSD6L	1285	151	185	52	13	15	95	0	2	0	25	0	0	0	0	0	2	0	0	0	0	19	8	9
MFSD8	2847	33	44	63	52	20	126	94	13	145	47	158	0	7	0	6	23	3	12	0	25	217	198	103
MFSD9	3699	236	188	27	198	522	441	95	675	69	101	41	2	9	222	83	384	1	1	0	21	48	46	24
MGA	14098	517	112	336	172	87	234	32	230	20	59	64	599	27	41	84	17	206	217	0	37	459	585	295
MGAM	6997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2
MGARP	1209	300	180	746	405	396	631	303	255	219	54	190	270	160	87	480	50	111	80	23	22	120	112	96
MGAT1	3335	457	412	283	356	1022	604	181	281	69	448	154	166	426	161	521	199	317	40	0	50	99	107	44
MGAT2	2592	31	154	259	85	162	142	394	265	60	174	161	19	138	207	344	124	219	202	1	64	346	333	145
MGAT3	9530	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	5	5
MGAT4A	9126	149	257	472	706	287	332	1117	602	125	499	170	59	20	42	118	59	88	135	0	75	717	866	379
MGAT4B	2552	1236	2779	1279	1903	1433	1825	1454	2190	790	411	437	42	132	205	319	82	187	156	2	37	326	360	199
